image,action
E:/Project 103/Trimmed Data\train_frames\death_34_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_34_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_34_frame3_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_35_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_36_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_38_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_3_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_40_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_40_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_40_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_42_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_42_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_42_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_42_frame3_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_43_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_43_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_44_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_44_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_44_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_46_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_46_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_46_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_47_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_47_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_47_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_48_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_48_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_4_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_4_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_50_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_50_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_51_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_52_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_52_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_54_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_56_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_56_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_57_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_57_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_58_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_58_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_58_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_5_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_5_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_61_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_61_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_64_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_64_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_67_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_67_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_6_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_6_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_70_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_70_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_71_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_71_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_72_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_73_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_73_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_77_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_77_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_79_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_79_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_81_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_81_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_81_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_83_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_83_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_85_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_85_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_87_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_87_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_88_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_88_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_88_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_89_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_89_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_89_frame2_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_8_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_90_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_90_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_91_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_91_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_95_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_95_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_96_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_96_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_97_frame0_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\death_97_frame1_death.jpg,death
E:/Project 103/Trimmed Data\train_frames\Kill_100_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_100_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_10_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_10_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_12_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_12_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_14_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_14_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_14_frame2_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_16_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_16_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_17_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_17_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_18_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_18_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_19_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_19_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_19_frame2_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_22_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_22_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_23_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_23_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_24_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_24_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_25_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_25_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_26_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_26_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_27_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_27_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_28_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_28_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_29_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_29_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_2_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_2_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_32_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_34_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_34_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_35_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_36_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_36_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_38_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_38_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_3_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_3_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_41_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_41_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_44_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_44_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_48_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_48_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_50_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_51_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_51_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_53_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_53_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_53_frame2_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_55_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_55_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_57_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_57_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_58_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_58_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_5_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_61_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_61_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_62_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_62_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_64_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_64_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_65_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_65_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_68_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_68_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_69_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_69_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_6_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_71_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_71_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_73_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_73_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_75_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_75_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_77_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_77_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_78_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_78_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_79_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_7_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_80_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_80_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_80_frame2_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_81_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_81_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_82_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_82_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_83_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_83_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_84_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_84_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_84_frame2_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_85_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_86_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_86_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_87_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_87_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_88_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_88_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_88_frame2_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_88_frame3_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_89_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_89_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_8_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_8_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_8_frame2_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_91_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_91_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_92_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_92_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_93_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_93_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_94_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_94_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_95_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_95_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_96_frame0_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\Kill_96_frame1_kill.jpg,kill
E:/Project 103/Trimmed Data\train_frames\NoAction_100_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_100_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_100_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_10_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_10_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_10_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_10_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_11_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_11_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_11_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_11_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_11_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_11_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_12_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_12_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_12_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_12_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_12_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_13_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_13_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_14_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_14_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_14_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_15_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_15_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_15_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_15_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_15_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_17_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_17_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_17_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_17_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_19_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_19_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_19_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_19_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_19_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_19_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_1_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_1_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_1_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_1_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_21_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_21_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_21_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_21_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_21_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_21_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_21_frame6_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_22_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_22_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_22_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_22_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_22_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_22_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_24_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_24_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_24_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_28_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_28_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_28_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_28_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_28_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_2_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_2_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_2_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_2_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_30_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_30_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_30_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_30_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_30_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_30_frame5_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_31_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_31_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_31_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_31_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_31_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_32_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_32_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_32_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_32_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_34_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_34_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_34_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_3_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_3_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_3_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_3_frame3_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_3_frame4_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_41_frame0_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_41_frame1_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_41_frame2_NoAction.jpg,NoAction
E:/Project 103/Trimmed Data\train_frames\NoAction_41_frame3_NoAction.jpg,NoAction
